,blueWins,league,season,blueTeam,redTeam,blueTopChamp,redTopChamp,blueJungleChamp,redJungleChamp,blueMiddleChamp,redMiddleChamp,blueADCChamp,redADCChamp,blueSupportChamp,redSupportChamp,golddiffTeam20,golddiffTop20,golddiffJungle20,golddiffMiddle20,golddiffADC20,golddiffSupport20,rKills20,bKills20,rTowers20,bTowers20,rInhibs20,bInhibs20
1671,0,EULCS,2016 Summer,UOL,H2K,46.1,58.5,61.3,63.6,37.3,80.6,44.2,4.6,66.8,63.6,-5041,-459,-399,-1670,-1938,-575,9,2,3,0,0,0
1672,0,EULCS,2016 Summer,UOL,H2K,2.8,46.1,53.0,79.7,12.0,15.2,44.2,59.9,63.6,12.4,-2349,257,-1276,-105,-745,-480,2,2,1,0,0,0
1673,0,EULCS,2016 Summer,SPY,G2,58.5,22.6,12.9,53.0,5.1,18.4,59.9,44.2,22.6,66.8,-3817,-2056,-507,-86,-894,-274,3,2,2,0,0,0
1674,0,EULCS,2016 Summer,G2,SPY,46.1,58.5,61.3,53.0,18.4,80.6,44.2,59.9,3.7,72.8,564,-424,878,-226,573,-237,4,2,1,2,0,0
1675,1,EULCS,2016 Summer,G2,SPY,46.1,58.5,53.0,61.3,80.6,33.6,59.9,37.8,22.6,72.8,4530,421,503,686,2256,664,3,6,0,4,0,0
1676,1,EULCS,2016 Summer,G2,SPY,58.5,10.1,63.6,61.3,80.6,52.5,35.9,31.3,63.6,22.6,3819,142,1130,820,1390,337,2,6,1,4,0,0
1677,0,EULCS,2016 Summer,GIA,UOL,46.1,58.5,63.6,79.7,15.2,72.8,59.9,31.3,66.8,12.4,-3846,-16,-693,-1826,-1195,-116,10,1,3,1,0,0
1678,0,EULCS,2016 Summer,GIA,UOL,22.6,58.5,63.6,79.7,80.6,6.5,44.2,59.9,63.6,12.4,3673,1504,1593,423,-44,197,3,6,1,3,0,0
1679,0,EULCS,2016 Summer,GIA,UOL,46.1,58.5,61.3,63.6,33.6,80.6,59.9,0.9,22.6,12.4,-3252,1354,958,-2299,-1745,-1520,11,3,2,2,0,0
1680,0,EULCS,2016 Summer,FNC,UOL,22.6,58.5,61.3,53.0,15.2,28.6,35.9,4.6,49.8,22.6,1589,766,729,-260,123,231,5,1,0,1,0,0
1681,0,EULCS,2016 Summer,FNC,UOL,1.8,46.1,61.3,63.6,80.6,52.5,44.2,59.9,66.8,72.8,-3460,-1782,-541,-654,-712,229,4,4,3,1,0,0
1682,1,EULCS,2016 Summer,UOL,FNC,58.5,11.1,63.6,79.7,80.6,15.2,59.9,44.2,49.8,66.8,-2593,-233,-2750,-686,728,348,7,5,2,1,0,0
1683,0,EULCS,2016 Summer,UOL,SPY,0.5,2.8,63.6,61.3,52.5,15.2,59.9,44.2,63.6,66.8,-2101,434,-465,-571,-904,-595,9,4,2,2,0,0
1684,1,EULCS,2016 Summer,UOL,SPY,58.5,22.6,53.0,79.7,52.5,15.2,59.9,44.2,72.8,66.8,-235,-974,-555,223,1274,-203,0,0,1,3,0,0
1685,1,EULCS,2016 Summer,SPY,UOL,22.6,58.5,61.3,53.0,33.6,52.5,35.9,23.0,49.8,22.6,-536,1591,920,-598,-1638,-811,6,5,2,2,0,0
1686,1,EULCS,2016 Summer,UOL,SPY,58.5,22.6,79.7,63.6,72.8,33.6,59.9,44.2,49.8,66.8,3221,-136,1324,1094,263,676,3,6,0,2,0,0
1687,1,EULCS,2016 Summer,SPY,UOL,22.6,58.5,53.0,79.7,33.6,72.8,35.9,44.2,49.8,12.4,236,816,65,-65,-647,67,2,4,1,1,0,0
1688,0,EULCS,2017 Spring,OG,H2K,29.6,89.9,14.0,48.0,59.2,64.8,52.5,77.1,46.4,68.2,-1299,-510,236,-545,-158,-322,2,1,1,0,0,0
1689,1,EULCS,2017 Spring,H2K,OG,29.6,64.2,2.8,14.0,64.8,9.5,52.5,77.1,68.2,14.0,-522,330,-12,-181,-241,-418,3,2,0,1,0,0
1690,1,EULCS,2017 Spring,G2,FNC,89.9,29.6,14.0,50.3,7.3,59.2,52.5,25.1,68.2,8.4,3981,430,928,394,1239,990,2,4,1,3,0,0
1691,1,EULCS,2017 Spring,FNC,G2,38.0,29.6,50.3,14.0,59.2,64.8,25.1,52.5,68.2,14.0,-385,-531,-342,567,-402,323,4,7,2,2,0,0
1692,1,EULCS,2017 Spring,G2,FNC,64.2,89.9,38.0,50.3,64.8,48.0,52.5,25.1,14.0,68.2,358,240,-37,116,-286,325,4,2,2,2,0,0
1693,0,EULCS,2017 Spring,MSF,GIA,29.6,3.4,48.0,14.0,64.8,22.3,59.2,77.1,22.9,38.0,2663,688,916,420,497,142,1,4,3,4,0,0
1694,1,EULCS,2017 Spring,MSF,GIA,64.2,25.1,48.0,14.0,48.0,59.2,77.1,52.5,86.6,46.4,3308,16,1100,1135,501,556,4,7,1,3,0,0
1695,1,EULCS,2017 Spring,MSF,GIA,29.6,38.0,14.0,48.0,64.8,9.5,52.5,77.1,1.7,46.4,3460,659,768,1587,347,99,4,3,2,3,0,0
1696,0,EULCS,2017 Spring,VIT,UOL,38.0,15.1,92.2,38.0,7.3,3.9,59.2,30.2,86.6,41.9,-2139,-729,-337,23,-796,-300,3,1,1,0,0,0
1697,1,EULCS,2017 Spring,UOL,VIT,93.3,10.6,64.2,8.9,48.0,7.3,30.2,59.2,41.9,86.6,-696,2261,-80,-611,-921,-1345,10,5,1,3,0,0
1698,0,EULCS,2017 Spring,ROC,G2,29.6,64.2,50.3,48.0,7.3,86.0,52.5,59.2,68.2,44.7,-2575,-180,356,-1607,-1029,-115,7,2,2,1,0,0
1699,1,EULCS,2017 Spring,G2,ROC,89.9,12.8,50.3,14.0,86.0,59.2,52.5,77.1,68.2,44.7,3983,457,1128,1396,496,506,1,6,1,3,0,0
1700,1,EULCS,2017 Spring,H2K,SPY,64.2,89.9,50.3,14.0,53.1,64.8,59.2,77.1,68.2,46.4,4062,871,1376,979,124,712,2,8,2,5,0,1
1701,0,EULCS,2017 Spring,SPY,H2K,3.4,64.2,38.0,48.0,13.4,24.0,59.2,52.5,86.6,44.7,-5536,-186,-1363,-2094,-1114,-779,10,4,3,0,0,0
1702,0,EULCS,2017 Spring,OG,UOL,53.1,89.9,8.9,64.2,24.0,59.2,77.1,59.2,68.2,11.2,3974,1112,623,60,1699,480,6,7,1,3,0,0
1703,0,EULCS,2017 Spring,OG,UOL,64.2,15.1,1.7,1.7,53.1,59.2,77.1,59.2,68.2,44.7,1419,716,1070,367,-703,-31,8,7,1,2,0,0
1704,1,EULCS,2017 Spring,MSF,ROC,89.9,15.1,48.0,43.6,64.8,22.3,59.2,77.1,22.9,11.2,2159,-71,232,-140,1531,607,0,2,0,1,0,0
1705,0,EULCS,2017 Spring,ROC,MSF,29.6,25.1,50.3,48.0,64.8,48.0,59.2,77.1,86.6,44.7,-1327,-1157,-703,-215,1086,-338,4,2,1,2,0,0
1706,1,EULCS,2017 Spring,SPY,VIT,89.9,38.0,92.2,38.0,22.3,53.1,52.5,30.2,46.4,8.4,3298,235,830,300,1228,705,2,3,0,2,0,0
1707,1,EULCS,2017 Spring,SPY,VIT,38.0,15.1,92.2,8.9,0.6,13.4,59.2,77.1,46.4,44.7,4434,1476,1399,1542,-363,380,3,6,2,5,0,0
1708,1,EULCS,2017 Spring,GIA,FNC,29.6,3.4,48.0,43.6,22.3,64.8,77.1,52.5,68.2,86.6,1468,93,1218,-470,145,482,1,4,3,3,0,0
1709,1,EULCS,2017 Spring,FNC,GIA,29.6,89.9,14.0,54.2,64.8,22.3,59.2,77.1,86.6,41.9,4436,436,989,603,1094,1314,5,3,0,3,0,0
1710,0,EULCS,2017 Spring,GIA,FNC,3.4,29.6,14.0,48.0,7.3,59.2,77.1,52.5,68.2,14.0,-4686,-845,-122,-3080,-243,-396,15,4,3,1,0,0
1711,0,EULCS,2017 Spring,H2K,UOL,29.6,89.9,48.0,38.0,64.8,13.4,52.5,59.2,68.2,22.9,577,343,369,330,-667,202,4,1,1,2,0,0
1712,1,EULCS,2017 Spring,H2K,UOL,64.2,53.1,48.0,1.7,22.3,48.0,77.1,59.2,68.2,11.2,2965,834,739,-811,1416,787,4,6,1,3,0,0
1713,1,EULCS,2017 Spring,UOL,H2K,5.0,38.0,92.2,50.3,59.2,64.8,52.5,59.2,86.6,4.5,984,857,-465,-243,118,717,10,9,1,3,0,0
1714,1,EULCS,2017 Spring,MSF,G2,89.9,53.1,14.0,48.0,86.0,22.3,52.5,77.1,11.2,44.7,3471,643,413,1787,187,441,1,6,1,2,0,0
1715,1,EULCS,2017 Spring,G2,MSF,15.1,29.6,38.0,14.0,59.2,1.7,59.2,52.5,86.6,46.4,2214,8,451,939,417,399,2,2,0,1,0,0
1716,0,EULCS,2017 Spring,MSF,G2,89.9,29.6,48.0,38.0,48.0,24.0,77.1,59.2,1.7,22.9,-4,619,-453,-506,-130,466,2,3,2,2,0,0
1717,1,EULCS,2017 Spring,VIT,OG,89.9,29.6,48.0,14.0,22.3,48.0,59.2,77.1,11.2,44.7,3140,1122,377,1777,-84,-52,1,4,1,3,0,0
1718,0,EULCS,2017 Spring,OG,VIT,64.2,53.1,48.0,8.9,22.3,59.2,77.1,30.2,41.9,86.6,-2306,-20,-1401,-423,-170,-292,8,9,2,2,0,0
1719,1,EULCS,2017 Spring,GIA,ROC,29.6,89.9,48.0,2.8,7.3,59.2,52.5,77.1,38.0,46.4,4923,534,1195,682,1924,588,0,5,0,3,0,0
1720,1,EULCS,2017 Spring,ROC,GIA,64.2,29.6,92.2,48.0,59.2,48.0,11.7,52.5,46.4,38.0,5030,1292,839,981,1603,315,1,4,1,3,0,0
1721,1,EULCS,2017 Spring,GIA,ROC,89.9,29.6,48.0,14.0,59.2,64.8,52.5,77.1,68.2,14.0,1827,-310,814,1034,818,-529,2,7,2,2,0,0
1722,1,EULCS,2017 Spring,SPY,UOL,64.2,89.9,48.0,4.5,22.3,13.4,59.2,77.1,46.4,41.9,-1533,-379,-522,-657,-159,184,4,2,1,1,0,0
1723,1,EULCS,2017 Spring,UOL,SPY,89.9,29.6,38.0,50.3,59.2,7.8,30.2,77.1,11.2,68.2,4115,192,1322,1109,1015,477,1,4,0,3,0,0
1724,0,EULCS,2017 Spring,SPY,UOL,29.6,89.9,48.0,4.5,22.3,59.2,59.2,77.1,46.4,41.9,-3331,-545,-713,-801,-656,-616,3,1,2,1,0,0
1725,0,EULCS,2017 Spring,FNC,MSF,89.9,53.1,43.6,38.0,7.8,22.3,59.2,77.1,68.2,44.7,2715,-219,662,845,926,501,1,4,3,4,0,0
1726,1,EULCS,2017 Spring,MSF,FNC,29.6,15.1,38.0,43.6,22.3,13.4,77.1,59.2,11.2,46.4,2185,689,1054,702,-271,11,3,7,3,3,0,0
1727,1,EULCS,2017 Spring,VIT,H2K,5.0,89.9,38.0,48.0,59.2,7.8,77.1,25.1,86.6,68.2,1640,672,316,982,4,-334,5,2,1,5,0,0
1728,1,EULCS,2017 Spring,H2K,VIT,64.2,53.1,48.0,8.9,22.3,7.8,30.2,77.1,86.6,41.9,2666,-1136,645,1458,910,789,5,5,1,3,0,0
1729,0,EULCS,2017 Spring,VIT,H2K,93.3,89.9,8.9,38.0,64.8,22.3,11.7,77.1,86.6,14.0,-813,674,-305,683,-860,-1005,7,5,2,2,0,0
1730,0,EULCS,2017 Spring,GIA,G2,29.6,89.9,38.0,54.2,64.8,9.5,77.1,52.5,46.4,68.2,-4029,-630,-1220,-633,-996,-550,3,0,2,0,0,0
1731,1,EULCS,2017 Spring,G2,GIA,89.9,0.6,14.0,38.0,59.2,7.3,52.5,59.2,68.2,86.6,733,498,60,415,604,-844,1,0,2,2,0,0
1732,0,EULCS,2017 Spring,OG,SPY,93.3,89.9,14.0,48.0,24.0,22.3,14.0,30.2,8.4,68.2,-2555,-83,-62,-1025,-817,-568,5,2,5,2,0,0
1733,1,EULCS,2017 Spring,SPY,OG,89.9,64.2,48.0,43.6,7.8,53.1,59.2,77.1,46.4,8.4,-219,523,-1359,477,-161,301,5,7,3,1,0,0
1734,0,EULCS,2017 Spring,ROC,FNC,89.9,29.6,48.0,38.0,59.2,93.3,11.7,77.1,46.4,1.7,-5237,-1208,-882,-583,-1234,-1330,5,2,4,1,0,0
1735,1,EULCS,2017 Spring,ROC,FNC,29.6,38.0,48.0,38.0,59.2,22.3,77.1,25.1,46.4,1.7,3938,251,294,2074,1330,-11,1,5,0,2,0,0
1736,0,EULCS,2017 Spring,ROC,FNC,29.6,13.4,48.0,38.0,22.3,59.2,77.1,59.2,8.4,46.4,-2070,-991,171,171,-593,-828,3,3,3,1,0,0
1737,1,EULCS,2017 Spring,UOL,GIA,89.9,5.0,38.0,64.2,24.0,59.2,59.2,77.1,44.7,68.2,6444,764,1815,1689,1265,911,6,15,0,3,0,0
1738,0,EULCS,2017 Spring,GIA,UOL,29.6,12.8,54.2,38.0,7.3,22.3,77.1,59.2,68.2,44.7,-6065,-1503,-629,-1863,-1122,-948,15,9,4,1,0,0
1739,1,EULCS,2017 Spring,G2,H2K,93.3,89.9,64.2,38.0,48.0,2.8,59.2,77.1,38.0,46.4,773,-249,659,564,31,-232,2,1,1,1,0,0
1740,1,EULCS,2017 Spring,H2K,G2,64.2,89.9,14.0,54.2,59.2,22.3,59.2,77.1,68.2,14.0,4155,503,459,323,2145,725,1,5,0,2,0,0
1741,1,EULCS,2017 Spring,G2,H2K,29.6,64.2,48.0,14.0,53.1,59.2,11.7,59.2,46.4,44.7,-899,-377,87,268,-486,-391,7,1,0,2,0,0
1742,1,EULCS,2017 Spring,MSF,SPY,53.1,1.1,50.3,48.0,48.0,22.3,2.2,59.2,86.6,41.9,1452,334,456,-200,529,333,2,3,3,3,0,0
1743,1,EULCS,2017 Spring,MSF,SPY,93.3,89.9,50.3,48.0,48.0,59.2,59.2,30.2,7.3,86.6,1783,-58,2093,959,-986,-225,3,7,1,1,0,0
1744,1,EULCS,2017 Spring,FNC,VIT,12.8,89.9,50.3,48.0,77.1,24.0,14.0,59.2,68.2,86.6,8361,2373,1638,1620,1458,1272,2,7,0,6,0,0
1745,1,EULCS,2017 Spring,VIT,FNC,89.9,12.8,48.0,38.0,86.0,93.3,59.2,11.7,86.6,14.0,135,-880,-6,1556,-423,-112,1,6,2,0,0,0
1746,1,EULCS,2017 Spring,FNC,VIT,29.6,89.9,38.0,54.2,86.6,1.1,25.1,59.2,14.0,68.2,-2470,-432,19,-1173,-485,-399,3,0,1,1,0,0
1747,0,EULCS,2017 Spring,ROC,H2K,10.6,29.6,38.0,54.2,59.2,22.3,59.2,77.1,44.7,86.6,-2670,216,-823,-1146,-711,-206,4,5,3,1,0,0
1748,1,EULCS,2017 Spring,H2K,ROC,64.2,29.6,4.5,38.0,53.1,7.8,59.2,77.1,44.7,41.9,5620,1985,1318,2049,-560,828,7,8,2,5,0,0
1749,1,EULCS,2017 Spring,G2,OG,29.6,89.9,48.0,54.2,59.2,7.3,77.1,59.2,44.7,11.7,8659,1409,3036,1655,1411,1148,0,11,1,5,0,0
1750,1,EULCS,2017 Spring,G2,OG,64.2,38.0,43.6,48.0,53.1,22.3,59.2,77.1,44.7,11.2,7085,871,928,2357,2111,818,4,11,0,3,0,0
1751,1,EULCS,2017 Spring,G2,UOL,31.3,15.1,54.2,48.0,48.0,59.2,59.2,77.1,44.7,86.6,4052,762,697,1170,819,604,1,4,0,2,0,0
1752,1,EULCS,2017 Spring,G2,UOL,64.2,13.4,54.2,38.0,2.8,59.2,77.1,59.2,11.7,44.7,47,-803,801,-176,285,-60,5,3,1,1,0,0
1753,1,EULCS,2017 Spring,FNC,SPY,93.3,64.2,50.3,14.0,59.2,24.0,10.1,59.2,46.4,86.6,9219,2701,1815,2395,1386,922,4,12,0,6,0,0
1754,1,EULCS,2017 Spring,SPY,FNC,12.8,89.9,38.0,50.3,86.0,86.6,11.7,59.2,68.2,14.0,-230,541,-985,694,-497,17,4,1,1,2,0,0
1755,0,EULCS,2017 Spring,FNC,SPY,3.4,64.2,50.3,48.0,59.2,22.3,77.1,59.2,46.4,22.9,1521,-470,822,575,452,142,2,2,0,1,0,0
1756,0,EULCS,2017 Spring,VIT,MSF,15.1,29.6,48.0,50.3,86.0,59.2,25.1,59.2,8.4,38.0,-3677,-568,-1084,-914,-299,-812,0,0,3,0,0,0
1757,1,EULCS,2017 Spring,MSF,VIT,93.3,15.1,92.2,50.3,7.3,53.1,2.2,59.2,86.6,8.4,3712,276,642,1052,762,980,3,2,2,4,0,0
1758,1,EULCS,2017 Spring,H2K,GIA,29.6,31.3,50.3,54.2,86.0,59.2,11.7,59.2,46.4,68.2,201,915,-1124,-386,395,401,8,6,1,2,0,0
1759,0,EULCS,2017 Spring,GIA,H2K,29.6,15.1,93.3,54.2,2.8,59.2,14.0,59.2,68.2,46.4,-2863,-361,-1789,-639,-452,378,11,7,2,2,0,0
1760,1,EULCS,2017 Spring,SPY,ROC,64.2,89.9,92.2,50.3,24.0,22.3,59.2,1.7,11.7,46.4,97,658,635,-276,-1088,168,4,6,4,3,0,0
1761,0,EULCS,2017 Spring,ROC,SPY,89.9,0.6,54.2,48.0,48.0,22.3,77.1,59.2,46.4,11.7,-408,-446,-137,483,-72,-236,6,3,1,1,0,0
1762,0,EULCS,2017 Spring,OG,FNC,38.0,64.2,54.2,1.1,53.1,64.8,77.1,59.2,68.2,11.7,-6753,-1043,-319,-1388,-2556,-1447,7,2,3,0,0,0
1763,1,EULCS,2017 Spring,FNC,OG,29.6,31.3,92.2,48.0,48.0,53.1,11.7,59.2,41.9,46.4,2047,558,881,-544,1055,97,5,5,0,1,0,0
1764,0,EULCS,2017 Spring,UOL,MSF,89.9,31.3,54.2,43.6,53.1,48.0,77.1,59.2,68.2,86.6,-5766,-485,-1673,-2123,-700,-785,12,2,4,3,0,0
1765,0,EULCS,2017 Spring,MSF,UOL,64.2,29.6,50.3,54.2,11.7,48.0,59.2,52.5,4.5,86.6,26,-200,485,-367,426,-318,6,7,5,3,1,0
1766,1,EULCS,2017 Spring,MSF,UOL,31.3,5.0,50.3,54.2,11.7,48.0,59.2,52.5,86.6,68.2,5935,1864,2702,1154,316,-101,1,8,3,5,0,0
1767,1,EULCS,2017 Spring,H2K,FNC,38.0,29.6,54.2,48.0,64.8,53.1,77.1,59.2,46.4,11.7,5460,1541,1398,1426,208,887,4,3,1,5,0,0
1768,1,EULCS,2017 Spring,H2K,FNC,38.0,31.3,48.0,43.6,64.8,53.1,77.1,59.2,86.6,41.9,4374,1437,361,395,1382,799,3,4,0,3,0,0
1769,0,EULCS,2017 Spring,VIT,G2,93.3,38.0,92.2,48.0,48.0,64.8,25.1,59.2,41.9,86.6,-1594,-409,-430,4,-333,-426,3,4,3,1,0,0
1770,1,EULCS,2017 Spring,G2,VIT,31.3,8.9,1.1,54.2,59.2,48.0,52.5,25.1,86.6,93.3,4268,253,1676,139,2074,126,3,3,1,4,0,0
1771,0,EULCS,2017 Spring,GIA,SPY,31.3,13.4,54.2,43.6,59.2,64.8,52.5,10.1,38.0,93.3,-5759,-1613,77,-1401,-2168,-654,6,5,5,0,0,0
1772,1,EULCS,2017 Spring,SPY,GIA,31.3,64.2,43.6,54.2,9.5,12.3,77.1,52.5,46.4,68.2,6354,3687,1367,276,589,435,5,5,0,4,0,0
1773,1,EULCS,2017 Spring,MSF,OG,10.6,38.0,50.3,48.0,64.8,59.2,59.2,25.1,86.6,11.7,4656,1377,1631,1738,-179,89,4,8,3,4,0,0
1774,0,EULCS,2017 Spring,OG,MSF,38.0,64.2,43.6,50.3,53.1,64.8,25.1,59.2,46.4,11.2,-6737,-1155,-2150,-1817,-1231,-384,10,2,3,0,0,0
1775,0,EULCS,2017 Spring,ROC,UOL,13.4,31.3,48.0,54.2,59.2,64.8,52.5,59.2,93.3,86.6,-3299,-997,-212,106,-362,-1834,5,4,5,2,0,0
1776,1,EULCS,2017 Spring,UOL,ROC,12.8,89.9,92.2,48.0,24.0,59.2,30.2,52.5,86.6,68.2,5607,3263,238,1644,131,331,2,9,1,4,0,0
1777,0,EULCS,2017 Spring,VIT,GIA,31.3,89.9,31.3,48.0,48.0,11.7,52.5,59.2,86.6,38.0,-2499,278,-558,-1133,-732,-354,3,0,4,3,0,0
1778,0,EULCS,2017 Spring,GIA,VIT,31.3,89.9,92.2,31.3,59.2,24.0,30.2,52.5,8.4,46.4,-1143,854,852,-1150,-1068,-631,5,2,3,1,0,0
1779,0,EULCS,2017 Spring,GIA,VIT,31.3,8.9,54.2,31.3,53.1,59.2,10.1,59.2,68.2,86.6,43,-389,-16,-1283,1114,617,4,2,2,2,0,0
1780,0,EULCS,2017 Spring,ROC,OG,53.1,31.3,50.3,54.2,11.7,7.8,10.1,25.1,68.2,46.4,281,496,-428,-376,777,-188,2,0,0,1,0,0
1781,1,EULCS,2017 Spring,ROC,OG,29.6,38.0,50.3,54.2,7.8,64.8,59.2,25.1,86.6,41.9,698,-156,-659,476,753,284,4,5,1,3,0,0
1782,0,EULCS,2017 Spring,OG,ROC,64.2,13.4,54.2,92.2,24.0,59.2,77.1,10.1,4.5,86.6,923,515,70,54,160,124,2,3,1,2,0,0
1783,0,EULCS,2017 Spring,G2,SPY,89.9,31.3,54.2,31.3,24.0,7.8,59.2,11.7,86.6,44.7,-2953,-1016,-810,-700,144,-571,4,0,2,2,0,0
1784,1,EULCS,2017 Spring,G2,SPY,89.9,31.3,54.2,31.3,11.7,9.5,25.1,30.2,41.9,46.4,4288,-602,949,1309,1722,910,0,5,2,3,0,0
1785,0,EULCS,2017 Spring,SPY,G2,25.1,38.0,92.2,54.2,53.1,7.8,10.1,25.1,46.4,41.9,482,1030,-228,172,-581,89,5,3,0,1,0,0
1786,1,EULCS,2017 Spring,FNC,UOL,38.0,5.0,54.2,92.2,7.8,59.2,77.1,59.2,46.4,68.2,-2975,-72,-1332,-1050,-300,-221,6,3,3,2,0,0
1787,1,EULCS,2017 Spring,UOL,FNC,89.9,31.3,92.2,54.2,59.2,24.0,59.2,25.1,7.3,86.6,1187,-283,246,779,306,139,2,6,1,1,0,0
1788,0,EULCS,2017 Spring,FNC,UOL,64.2,31.3,43.6,38.0,16.8,64.8,59.2,30.2,68.2,86.6,-2253,-797,-44,-75,-563,-774,5,5,3,2,0,0
1789,0,EULCS,2017 Spring,VIT,ROC,25.1,31.3,54.2,92.2,59.2,2.8,77.1,11.7,7.3,86.6,2441,964,955,-196,151,567,1,3,2,3,0,0
1790,1,EULCS,2017 Spring,ROC,VIT,13.4,31.3,92.2,43.6,7.8,24.0,59.2,25.1,44.7,1.1,-988,-1255,421,-418,309,-45,4,3,4,3,0,0
1791,0,EULCS,2017 Spring,MSF,H2K,89.9,38.0,92.2,48.0,11.7,64.8,59.2,25.1,44.7,86.6,-137,-940,544,-979,376,862,1,3,3,2,0,0
1792,1,EULCS,2017 Spring,H2K,MSF,64.2,38.0,50.3,38.0,86.0,59.2,52.5,30.2,41.9,44.7,6241,2054,1225,1281,910,771,3,5,1,5,0,0
1793,1,EULCS,2017 Spring,GIA,OG,38.0,31.3,54.2,43.6,53.1,59.2,10.1,25.1,46.4,8.4,151,-700,125,229,344,153,0,0,0,2,0,0
1794,1,EULCS,2017 Spring,OG,GIA,31.3,89.9,50.3,54.2,53.1,11.7,10.1,59.2,41.9,8.4,2248,-284,586,658,396,892,5,4,1,4,0,0
1795,1,EULCS,2017 Spring,GIA,OG,29.6,64.2,43.6,50.3,7.8,53.1,59.2,30.2,38.0,41.9,4477,1395,1069,731,640,642,0,6,0,4,0,0
1796,0,EULCS,2017 Spring,OG,VIT,38.0,31.3,54.2,50.3,53.1,16.8,10.1,59.2,86.6,44.7,862,215,649,-118,100,16,2,3,1,2,0,0
1797,0,EULCS,2017 Spring,OG,VIT,31.3,38.0,14.0,50.3,64.8,9.5,77.1,52.5,41.9,11.2,-3330,34,-1050,-1513,-1226,425,4,3,3,2,0,0
1798,1,EULCS,2017 Spring,FNC,ROC,38.0,3.4,54.2,92.2,86.0,16.8,25.1,59.2,46.4,44.7,2917,462,1995,-12,278,194,1,3,1,3,0,0
1799,0,EULCS,2017 Spring,FNC,ROC,38.0,31.3,54.2,92.2,7.8,7.8,25.1,59.2,46.4,44.7,-1407,-392,284,-590,-1020,311,2,1,3,3,0,0
1800,1,EULCS,2017 Spring,ROC,FNC,13.4,64.2,50.3,54.2,16.8,48.0,77.1,25.1,86.6,4.5,1217,1158,657,204,-631,-171,2,4,2,3,0,0
1801,0,EULCS,2017 Spring,H2K,UOL,93.3,31.3,54.2,92.2,11.7,86.0,52.5,30.2,46.4,11.2,-1956,-1268,117,-290,-6,-509,3,2,1,0,0,0
1802,0,EULCS,2017 Spring,H2K,UOL,64.2,38.0,48.0,92.2,48.0,7.8,59.2,25.1,86.6,7.3,4226,1684,649,1408,25,460,2,5,0,3,0,0
1803,1,EULCS,2017 Spring,G2,MSF,38.0,31.3,92.2,54.2,64.8,48.0,30.2,52.5,11.7,22.9,3057,506,243,369,1010,929,1,0,1,4,0,0
1804,1,EULCS,2017 Spring,MSF,G2,38.0,29.6,54.2,92.2,11.7,48.0,11.2,7.8,68.2,41.9,-1155,472,-388,-1526,-243,530,3,2,3,3,0,0
1805,0,EULCS,2017 Spring,MSF,G2,13.4,31.3,50.3,43.6,7.8,48.0,7.8,30.2,86.6,41.9,-5275,-739,-1601,-1162,-1242,-531,3,1,5,1,0,0
1806,0,EULCS,2017 Spring,GIA,ROC,38.0,13.4,64.2,54.2,11.7,9.5,59.2,11.7,86.6,44.7,-4613,-841,-800,-811,-1514,-647,7,4,3,1,0,0
1807,1,EULCS,2017 Spring,ROC,GIA,13.4,31.3,50.3,64.2,7.8,12.3,77.1,25.1,86.6,46.4,-575,880,-348,-1637,931,-401,7,3,2,2,0,0
1808,1,EULCS,2017 Spring,SPY,OG,14.5,31.3,48.0,92.2,11.7,86.0,25.1,59.2,22.9,41.9,5366,2037,1269,1018,661,381,2,7,1,3,0,0
1809,1,EULCS,2017 Spring,SPY,OG,14.5,64.2,31.3,50.3,16.8,12.3,25.1,1.7,93.3,41.9,1787,-241,184,817,891,136,6,13,2,3,0,0
1810,0,EULCS,2017 Spring,VIT,SPY,38.0,25.1,50.3,43.6,16.8,48.0,11.2,52.5,41.9,22.9,-10814,-3597,-1758,-2331,-1168,-1960,8,0,7,2,1,0
1811,1,EULCS,2017 Spring,SPY,VIT,31.3,31.3,92.2,54.2,3.9,16.8,25.1,52.5,41.9,11.2,-3870,-840,-934,-1637,-17,-442,4,0,3,0,0,0
1812,0,EULCS,2017 Spring,GIA,G2,31.3,64.2,43.6,50.3,12.3,7.3,30.2,52.5,46.4,38.0,-7121,-1294,-2131,-1453,-1430,-813,8,2,4,1,0,0
1813,1,EULCS,2017 Spring,G2,GIA,64.2,12.3,54.2,92.2,7.3,9.5,25.1,52.5,44.7,11.7,3386,1479,1853,-573,686,-59,7,6,0,3,0,0
1814,0,EULCS,2017 Spring,MSF,ROC,64.2,31.3,92.2,54.2,46.4,16.8,52.5,77.1,68.2,41.9,1001,-289,345,-42,451,536,5,5,2,2,0,0
1815,1,EULCS,2017 Spring,ROC,MSF,13.4,64.2,54.2,92.2,3.9,16.8,10.1,25.1,44.7,41.9,575,40,-135,-223,501,392,0,0,1,3,0,0
1816,0,EULCS,2017 Spring,OG,UOL,31.3,38.0,92.2,4.5,48.0,12.3,25.1,30.2,46.4,22.9,-7909,-380,-1717,-2941,-2040,-831,9,2,6,1,0,0
1817,1,EULCS,2017 Spring,UOL,OG,64.2,38.0,4.5,50.3,3.9,53.1,30.2,52.5,1.7,44.7,4801,1899,914,670,183,1135,8,13,0,2,0,0
